Company_Brand,Funding_Year,HeadQuarter,Sector,Amount($),Stage,Funding,Category
Fourth Partner Energy,2021,Bangalore,solar solution,214285.71,Unknown,Others,Solutions
Entri,2021,Kochi,edtech,24285.71,Pre Series A,Pre_Series Stage,Technology
Snack Amor,2021,Mumbai,foodtech,4710672.330723327,Unknown,Others,Technology
MPowered,2021,Gurugram,saas,300000.0,Pre Series A,Pre_Series Stage,Saas
Leap Club,2021,Gurugram,social e-commerce,4710672.330723327,Unknown,Others,Social
Ather Energy,2021,Bangalore,automobile,160585.71,Series C,Series_Stage,Transportation
Gigforce,2021,Bangalore,hr tech,11485.71,Unknown,Others,Technology
Vegrow,2021,Bangalore,agritech,35714.29,Seed Round,Others,Technology
Finn,2021,Bangalore,fintech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Bijnis,2021,Unknown,b2b marketplace,142857.14,Series A,Series_Stage,B2b
iNurture,2021,Bangalore,edtech,19142.86,Unknown,Others,Technology
StyleDotMe,2021,Gurugram,fashion tech,6671.43,Pre Series A,Pre_Series Stage,Technology
Ripsey,2021,Mumbai,nutrition tech,1900.0,Unknown,Others,Technology
ThriveFNC,2021,Pune,health & wellness,4710672.330723327,Seed Round,Others,Health
Vedantu,2021,Bangalore,edtech,1428571.43,Series D,Series_Stage,Technology
Magicpin,2021,Gurugram,unknown,100000.0,Series D,Series_Stage,Others
Procol,2021,Delhi,agritech,54614.29,Unknown,Others,Technology
Yumlane,2021,Mumbai,cloud kitchen,14285.71,Pre Series A,Pre_Series Stage,Others
Crio,2021,Bangalore,edtech,13342.86,Unknown,Others,Technology
Openapp,2021,Bangalore,iot,7142.86,Unknown,Others,Others
PumPumPum,2021,Gurugram,iot/automobile,4185.71,Unknown,Others,Transportation
uFony Services Pvt ltd,2021,Pune,edtech,4710672.330723327,Unknown,Others,Technology
Protinus Fashion Networking Pvt Ltd,2021,Mumbai,fashion,4710672.330723327,Pre Series A,Pre_Series Stage,Beauty
Uable,2021,Bangalore,edtech,4710672.330723327,Seed Round,Others,Technology
ParkSmart,2021,Delhi,iot,2828.57,Unknown,Others,Others
Plum,2021,Bangalore,healthtech,13242.86,Seed Round,Others,Technology
IncNut Digital,2021,Hyderabad,ecommerce,57142.86,Series A,Series_Stage,Others
GigIndia,2021,Pune,tech,13871.43,Pre Series A,Pre_Series Stage,Technology
Specsmaker,2021,Chennai,eye wear,43714.29,Unknown,Others,Others
Piggy Ride,2021,Bangalore,saas,26600.0,Pre Series A,Pre_Series Stage,Saas
Chai Waale,2021,Chennai,beverage,3314.29,Unknown,Others,Restaurant
NOTO,2021,Mumbai,food,4710672.330723327,Pre Seed Round,Others,Restaurant
Cuemath,2021,Bangalore,edtech,41257.14,Series B,Series_Stage,Technology
Cars24,2021,Gurgaon,automobile,18971.43,Unknown,Others,Transportation
JetSynthesys,2021,Pune,digital tech,571428.57,Unknown,Others,Technology
Earth Energy EV,2021,Mumbai,automobile,4710672.330723327,Seed Round,Others,Transportation
Green Cure,2021,Delhi,health & wellness,4710672.330723327,Unknown,Others,Health
Blue Sky Analytics,2021,Gurugram,data intelligence,17142.86,Seed Round,Others,Technology
Edhusk,2021,Jaipur,edtech,4710672.330723327,Unknown,Others,Technology
Decentro,2021,Bangalore,fintech,221428.57,Series A,Series_Stage,Technology
Zolostays,2021,Bangalore,co-living,800000.0,Series C,Series_Stage,Real estate
Frontier Markets,2021,Jaipur,ecommerce,32142.86,Pre Series A,Pre_Series Stage,Others
Brainwired,2021,Kerala,agritech,4710672.330723327,Unknown,Others,Technology
Aye Finance,2021,Gurugram,fintech,239328.57,Series E,Series_Stage,Technology
Paper Boat,2021,Gurugram,food & beverages,52857.14,Unknown,Others,Restaurant
Ken42,2021,Bangalore,edtech,21000.0,Unknown,Others,Technology
Forbidden Foods,2021,Delhi,food,14285.71,Seed Round,Others,Restaurant
Universal Sportsbiz,2021,Bangalore,fashion,7571.43,Unknown,Others,Beauty
Gobbly,2021,Gurugram,retail tech,7142.86,Seed Round,Others,Technology
Aerostrovilos,2021,Chennai,automotive,4710672.330723327,Unknown,Others,Transportation
Mitron,2021,Bangalore,media,3814.29,Seed Round,Others,Others
Bulk MRO,2021,Mumbai,b2b,47771.43,Unknown,Others,B2b
Inspektlabs,2021,Delhi,ai,8571.43,Pre Series A,Pre_Series Stage,Ai
Big Bang Boom Solutions,2021,Chennai,defense tech,14285.71,Series A,Series_Stage,Technology
Flinto,2021,Chennai,edtech,102857.14,Pre Series B,Others,Technology
Zetwerk,2021,Bangalore,marketplace,300000.0,Series C,Series_Stage,Others
ChitMonks,2021,Hyderabad,fintech,9285.71,Pre Series A,Pre_Series Stage,Technology
Walrus,2021,Bangalore,fintech,4710672.330723327,Pre Seed,Pre_Seed Stage,Technology
Arth Designbuild,2021,Hyderebad,construction tech,15714.29,Unknown,Others,Technology
goDutch,2021,Mumbai,fintech,24285.71,Seed Round,Others,Technology
Rusk Media,2021,Delhi,digital media,4710672.330723327,Seed Round,Others,Others
Bold Care,2021,Mumbai,health & wellness,4710672.330723327,Pre Seed Round,Others,Health
Samosa Party,2021,Bangalore,food,4710672.330723327,Unknown,Others,Restaurant
High Street Essentials,2021,New Delhi,ecommerce,39185.71,Pre Series C,Others,Others
Byju's,2021,Bangalore,edtech,4710672.330723327,Unknown,Others,Technology
Slice,2021,Bangalore,fintech,86885.71,Pre Series B,Others,Technology
Bombay Play,2021,Bangalore,gaming,21428.57,Pre Series A,Pre_Series Stage,Others
Fullife,2021,Mumbai,healthtech,94414.29,Unknown,Others,Technology
Oziva,2021,Unknown,nutrition,71428.57,Series A,Series_Stage,Restaurant
Aye Finance,2021,Gurugram,fintech,395714.29,Series E,Series_Stage,Technology
Aether Biomedical,2021,Delhi,medtech,4710672.330723327,Seed Investment,Seed Stage,Technology
91springboard,2021,Delhi,coworking,84857.14,Unknown,Others,Others
Yulu,2021,Unknown,micro-mobiity,56628.57,Unknown,Others,Others
Milkbasket,2021,Gurugram,logistics,78571.43,Unknown,Others,Transportation
MergerDomo,2021,Noida,marketplace,2814.29,Unknown,Others,Others
GoMechanic,2021,Delhi,auto-tech,4710672.330723327,Series B,Series_Stage,Technology
Milk Mantra,2021,Odisha,food,142857.14,Unknown,Others,Restaurant
Myglamm,2021,Mumbai,beauty,61814.29,Unknown,Others,Beauty
Drishti Technologies,2021,Bangalore,ai,357142.86,Series B,Series_Stage,Ai
Instasolv,2021,Noida,edtech,28571.43,Pre Series A,Pre_Series Stage,Technology
GoldenPi,2021,Bangalore,fintech,6557.14,Unknown,Others,Technology
Peppermint,2021,Unknown,robotics,4710672.330723327,Seed Round,Others,Others
Sarva,2021,Mumbai,yoga & wellness,4710672.330723327,Unknown,Others,Social
Jai Kisan,2021,Mumbai,fintech,56242.86,Pre Series A,Pre_Series Stage,Technology
Agro2o,2021,New Delhi,agritech,4710672.330723327,Unknown,Others,Technology
LetsTransport,2021,Bangalore,logitech,18764.29,Unknown,Others,Technology
GabbarDeals,2021,Pune,ecommerce,4710672.330723327,Unknown,Others,Others
Crimson Healthcare,2021,Delhi,med tech,3282.86,Unknown,Others,Technology
Biomoneta,2021,Bangalore,life sciences,4710672.330723327,Seed Round,Others,Others
Edvizo,2021,Bangalore,edtech,2142.86,Seed Round,Others,Technology
Servify,2021,Mumbai,saas,162428.57,Series C,Series_Stage,Saas
Drum Food,2021,Mumbai,food,75785.71,Unknown,Others,Restaurant
Innoviti,2021,Bangalore,saas,4710672.330723327,Series C,Series_Stage,Saas
Jiffy ai,2021,Unknown,ai,257142.86,Series A,Series_Stage,Ai
Postman,2021,Unknown,tech,2142857.14,Series C,Series_Stage,Technology
F5,2021,Unknown,retail aggregator,4710672.330723327,Unknown,Others,Ai
Waycool,2021,Chennai,agritech,78571.43,Series C,Series_Stage,Technology
Myelin Foundry,2021,Unknown,deep tech ai,4710672.330723327,Unknown,Others,Technology
Ameliorate Biotech,2021,Bangalore,biotech,3771.43,Angel Round,Later Stage,Technology
Hapramp,2021,Gurugram,blockchain,14285.71,Unknown,Others,Ai
MyKaam,2021,Bangalore,hrtech,4710672.330723327,Unknown,Others,Technology
HealthPlix,2021,Bangalore,healthtech,85714.29,Series B,Series_Stage,Technology
YoloBus,2021,Gurugram,mobility/transport,47142.86,Series A,Series_Stage,Transportation
iNurture Education,2021,Unknown,edtech,57142.86,Unknown,Others,Technology
Pocket52,2021,Bangalore,gaming,25000.0,Series A,Series_Stage,Others
QuaQua,2021,Hyderabad,travel,14285.71,Unknown,Others,Others
Crofarm,2021,Delhi,agritech,14285.71,Unknown,Others,Technology
Timios,2021,Bangalore,foodtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Wooden Street,2021,Jaipur,ecommerce,42857.14,Series A,Series_Stage,Others
BankBazaar,2021,Chennai,fintech,85242.86,Series D1,Series_Stage,Technology
Rentmojo,2021,Bangalore,rental,42571.43,Unknown,Others,Others
Credgencies,2021,Unknown,ai & debt,4710672.330723327,Seed Round,Others,Ai
Knorish,2021,Delhi,saas/edtech,4614.29,Pre Series A,Pre_Series Stage,Technology
LetsTransport,2021,Bangalore,logitech,18942.86,Unknown,Others,Technology
Vahak,2021,Unknown,transport,4710672.330723327,Seed Round,Others,Transportation
Nutrova,2021,Mumbai,nutrition,4710672.330723327,Pre Series A,Pre_Series Stage,Restaurant
Cube Wealth,2021,Mumbai,saas,7142.86,Mid Series,Others,Saas
IVF Access,2021,Bangalore,healthtech,71428.57,Series A,Series_Stage,Technology
Hoi Foods,2021,Delhi,foodtech,28571.43,Pre Series A,Pre_Series Stage,Technology
Ola Financial Services,2021,Bangalore,fintech,385714.29,Series A,Series_Stage,Technology
Awifs,2021,Delhi,co-working,74285.71,Unknown,Others,Others
Dunzo,2021,Bangalore,logistics,785714.29,Unknown,Others,Transportation
Swiflearn,2021,Gurugram,edtech,4710672.330723327,Seed Round,Others,Technology
Remedo,2021,Delhi,healthtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Blowhorn,2021,Bangalore,logistics,4710672.330723327,Unknown,Others,Transportation
Toch,2021,Mumbai,ai,14285.71,Pre Series A,Pre_Series Stage,Ai
Gram Cover,2021,Noida,insurtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Coin DCX,2021,Mumbai,cryptocurrency,35714.29,Unknown,Others,Finance
HomeCapital,2021,Mumbai,fintech,4710672.330723327,Unknown,Others,Technology
Euler Motors,2021,Delhi,automotive tech,36142.86,Series A,Series_Stage,Technology
Riskcovry,2021,Mumbai,insurtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
NWNT (No Worry No Tension Healthcare),2021,Delhi,healthtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Voicezen,2021,Gurugram,ai,4710672.330723327,Unknown,Others,Ai
Leap Club,2021,Gurugram,unknown,4857.14,Pre Seed Round,Others,Others
Credit Mantri,2021,Chennai,fintech,11314.29,Unknown,Others,Technology
Xtracap,2021,Gurugram,fintech,14285.71,Unknown,Others,Technology
Tring,2021,Mumbai,media,4710672.330723327,Unknown,Others,Others
Vakilsearch,2021,Chennai,legal,4710672.330723327,Unknown,Others,Others
Khatabook,2021,Bangalore,fintech,857142.86,Series B,Series_Stage,Technology
LendingKart,2021,Ahmedabad,fintech,162328.57,Series D,Series_Stage,Technology
Illumnus,2021,Unknown,edtech,1428.57,Seed Round,Others,Technology
LetsTransport,2021,Bangalore,logitech,24500.0,Unknown,Others,Technology
Eggoz,2021,Bihar,agritech,4700.0,Seed Round,Others,Technology
Winuall,2021,Bangalore,edtech,4710672.330723327,Unknown,Others,Technology
Indian School Finance Company,2021,Hyderabad,fintech,75300.0,Seed Round,Others,Technology
Juicy Chemistry,2021,Unknown,unknown,9285.71,Series A,Series_Stage,Others
DeepTek,2021,Pune,healthtech,4710672.330723327,Unknown,Others,Technology
Stepathlon Lifestyle,2021,Mumbai,fitness,4710672.330723327,Unknown,Others,Health
Sindhuja Microcredit,2021,Noida,fintech,124285.71,Unknown,Others,Technology
Rentmojo,2021,Bangalore,rental,46085.71,Unknown,Others,Others
Tesco Charge Zone,2021,Gujarat,ev,4710672.330723327,Unknown,Others,Others
Intello Labs,2021,Gurugram,"supply chain, agritech",84285.71,Series A,Series_Stage,Technology
SirionLabs,2021,Gurugram,saas,628571.43,Series C,Series_Stage,Saas
Magicpin,2021,Gurugram,unknown,55414.29,Unknown,Others,Others
GroCurv,2021,Gurugram,b2b,4710672.330723327,Seed Round,Others,B2b
Refrens,2021,Bangalore,saas,14285.71,Seed Round,Others,Saas
Shiprocket,2021,Unknown,logitech,185714.29,Series C,Series_Stage,Technology
Spyne,2021,Gurugram,ai,4710672.330723327,Pre Series A,Pre_Series Stage,Ai
Nykaa,2021,Mumbai,ecommerce,125714.29,Unknown,Others,Others
Docsapp,2021,Bangalore,healthtech,135714.29,Unknown,Others,Technology
Phable,2021,Unknown,healthtech,14285.71,Pre Series A,Pre_Series Stage,Technology
Generic Aadhaar,2021,Unknown,pharma,4710672.330723327,Unknown,Others,Others
Nium,2021,Unknown,fintech,4710672.330723327,Unknown,Others,Technology
Mintoak,2021,Mumbai,fintech,28571.43,Pre Series A,Pre_Series Stage,Technology
VestSpace,2021,Pune,spacetech,142857.14,Unknown,Others,Technology
Blackbuck,2021,Bangalore,logistics,4710672.330723327,Unknown,Others,Transportation
Vernacular ai,2021,Bangalore,ai,72857.14,Series A,Series_Stage,Ai
Clover,2021,Bangalore,agritech,13142.86,Unknown,Others,Technology
Varthana,2021,Bangalore,fintech,214285.71,Series D,Series_Stage,Technology
Codeninja,2021,Bangalore,saas,4710672.330723327,Seed Round,Others,Saas
MetaMerphoSys,2021,Pune,insurance technology,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Rooter,2021,Delhi,gaming,24285.71,Pre Series A,Pre_Series Stage,Others
Aker Foods,2021,Pune,foodtech & logistics,4710672.330723327,Unknown,Others,Technology
Sascan Meditech pvt ltd,2021,Kerala,healthtech,4710672.330723327,Unknown,Others,Technology
DailyHunt,2021,Unknown,media,508571.43,Unknown,Others,Others
Pratilipi,2021,Bangalore,media,134285.71,Series C,Series_Stage,Others
Biryani By Kilo,2021,Delhi,food,11285.71,Series B,Series_Stage,Restaurant
Consure Medical,2021,Delhi,healthtech,6857.14,Unknown,Others,Technology
Servify,2021,Mumbai,unknown,3571.43,Unknown,Others,Others
Tessol,2021,Mumbai,logistics,2285.71,Series A,Series_Stage,Transportation
Remedo,2021,Noida,healthtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
News Reach,2021,Ahmedabad,media,4710672.330723327,Unknown,Others,Others
RoomSoom,2021,Noida,housing,4710672.330723327,Unknown,Others,Others
Pedagogy,2021,Unknown,edtech,5714.29,Unknown,Others,Technology
Classplus,2021,Delhi,edtech,117142.86,Series B,Series_Stage,Technology
Medlife,2021,Bangalore,pharmaceutical,221428.57,Unknown,Others,Others
Qin1,2021,Noida,edtech,4710672.330723327,Unknown,Others,Technology
MYSUN,2021,Delhi,tech,60814.29,Pre Series A,Pre_Series Stage,Technology
ShopX,2021,Bangalore,ecommerce,20142.86,Unknown,Others,Others
Sarva,2021,Unknown,yoga & wellness,4710672.330723327,Unknown,Others,Social
Expertrons,2021,Mumbai,ai,4710672.330723327,Seed Round,Others,Ai
NewsBytes,2021,Gurugram,digital media,21428.57,Series A,Series_Stage,Others
Wagonfly,2021,Bangalore,unknown,7142.86,Unknown,Others,Others
NIRA,2021,Unknown,fintech,30000.0,Pre Series A,Pre_Series Stage,Technology
Convosight,2021,Hyderabad,data analytics,57142.86,Pre Series A,Pre_Series Stage,Technology
Fittr,2021,Pune,fitness,28571.43,Unknown,Others,Health
AsknBid,2021,Bangalore,investment tech,4710672.330723327,Unknown,Others,Technology
Bira91,2021,Bangalore,beverage,285714.29,Series C,Series_Stage,Restaurant
Finaureus Technologies,2021,Pune,fintech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Daily Ninja,2021,Haryana,ecommerce,4997.14,Unknown,Others,Others
Guvi Geek Network Pvt Ltd,2021,Chennai,edtech,11228.57,Pre Series A,Pre_Series Stage,Technology
LoadShare,2021,Bangalore,logistics,28628.57,Series B,Series_Stage,Transportation
Vedantu,2021,Bangalore,edtech,97142.86,Series C,Series_Stage,Technology
Indusface,2021,Unknown,it,71428.57,Unknown,Others,Others
DMI Group,2021,Delhi,financial services,1757142.86,Unknown,Others,Finance
Spintly,2021,Goa,iot,3542.86,Pre Series A,Pre_Series Stage,Others
Credr,2021,Mumbai,automobile,4710672.330723327,Unknown,Others,Transportation
Bijak,2021,Gurugram,agritech,171428.57,Series A,Series_Stage,Technology
Bugworks,2021,Bangalore,biopharma,107142.86,Unknown,Others,Others
DrinkPrime,2021,Bangalore,unknown,4710672.330723327,Seed Round,Others,Others
Yap,2021,Chennai,fintech,64285.71,Series A,Series_Stage,Technology
UzhavarBumi,2021,Tamil Nadu,dairy,4710672.330723327,Unknown,Others,Farming
Tattva,2021,Delhi,beauty & wellness,2142.86,Unknown,Others,Social
Pariksha,2021,Pune,edtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
DailyHunt,2021,Unknown,media,342857.14,Unknown,Others,Others
NoBroker,2021,Bangalore,real estate,428571.43,Unknown,Others,Real estate
Box8,2021,Mumbai,foodtech,57142.86,Unknown,Others,Technology
Capital Float,2021,Bangalore,fintech,214285.71,Unknown,Others,Technology
ITILITE,2021,Bangalore,travel & saas,185714.29,Series B,Series_Stage,Saas
Morning Context,2021,Unknown,digital media,4710672.330723327,Seed Round,Others,Others
Aavenir,2021,Ahmedabad,saas,28571.43,Seed Round,Others,Saas
Savvy Co op,2021,Unknown,healthcare,4710672.330723327,Unknown,Others,Transportation
BLive,2021,Unknown,tourism & ev,4710672.330723327,Pre Series A,Pre_Series Stage,Others
Yellow Messenger,2021,Bangalore,ai,285714.29,Series B,Series_Stage,Ai
Toch,2021,Unknown,media tech,5714.29,Unknown,Others,Technology
Ewar,2021,Bangalore,gaming,2857.14,Unknown,Others,Others
Setu,2021,Unknown,fintech,203700.0,Series A,Series_Stage,Technology
Wellthy Therapeutics,2021,Bangalore,healthtech,57142.86,Pre Series A,Pre_Series Stage,Technology
Power Gummies,2021,Delhi,health,4710672.330723327,Unknown,Others,Health
Locale ai,2021,Bangalore,location analytics,4710672.330723327,Unknown,Others,Others
FarEye,2021,Delhi,logistics,350000.0,Series D,Series_Stage,Transportation
Rebel Foods,2021,Unknown,food tech,714285.71,Unknown,Others,Technology
BankBazaar,2021,Chennai,fintech,54285.71,Series D,Series_Stage,Technology
Porter,2021,Mumbai,logistics,262428.57,Series D,Series_Stage,Transportation
SugarBox,2021,Mumbai,tech,978928.57,Unknown,Others,Technology
Capital Float,2021,Bangalore,fintech,68571.43,Series F,Series_Stage,Technology
Big Basket,2021,Bangalore,e store,857142.86,Unknown,Others,Others
Amica,2021,Unknown,fintech,28571.43,Unknown,Others,Technology
Vedantu,2021,Bangalore,edtech,178571.43,Series C,Series_Stage,Technology
Fingerlix,2021,Unknown,food,26200.0,Unknown,Others,Restaurant
Plop,2021,Mumbai,tech,4710672.330723327,Angel Round,Later Stage,Technology
Zupee,2021,Unknown,gaming,114285.71,Series A,Series_Stage,Others
DeHaat,2021,Unknown,agritech,171428.57,Series A,Series_Stage,Technology
Lido Learning,2021,Mumbai,edtech,107142.86,Series B,Series_Stage,Technology
Aye Finance,2021,Gurugram,fintech,340714.29,Unknown,Others,Technology
Swiggy,2021,Bangalore,foodtech,614285.71,Series A,Series_Stage,Technology
Akna Medical,2021,Unknown,healthtech,100000.0,Unknown,Others,Technology
Zomato,2021,Gurugram,foodtech,71428.57,Unknown,Others,Technology
RaRa Delivery,2021,Unknown,logistics,11428.57,Seed Round,Others,Transportation
JusPay,2021,Bangalore,fintech,308571.43,Series B,Series_Stage,Technology
Obviously AI,2021,Unknown,data science,4710672.330723327,Unknown,Others,Technology
Fingpay,2021,Mumbai,fintech,50000.0,Series A,Series_Stage,Technology
Recko,2021,Bangalore,saas,85714.29,Series A,Series_Stage,Saas
Furlenco,2021,Bangalore,ecommerce,142857.14,Unknown,Others,Others
Mera Cashier,2021,Noida,fintech,2142.86,Unknown,Others,Technology
Kitchens Centre,2021,Delhi,unknown,7142.86,Seed Round,Others,Others
Camp K12,2021,Gurugram,edtech,57142.86,Seed Round,Others,Technology
MedGenome,2021,Bangalore,healthtech,785714.29,Series D,Series_Stage,Technology
Ergos,2021,Bangalore,agritech,65685.71,Unknown,Others,Technology
Nykaa,2021,Mumbai,ecommerce,187671.43,Unknown,Others,Others
Samadhan,2021,Delhi,insurance,4710672.330723327,Seed Round,Others,Others
SaScan,2021,Bangalore,healthcare,4710672.330723327,Unknown,Others,Transportation
Lido Learning,2021,Mumbai,edtech,42857.14,Unknown,Others,Technology
CureFit,2021,Bangalore,health and fitness,1642857.14,Series D,Series_Stage,Health
Nimesa,2021,Bangalore,saas,4710672.330723327,Unknown,Others,Saas
Design X,2021,Noida,iot,2857.14,Seed Round,Others,Others
Driftly Electric,2021,Bangalore,automobile,4710672.330723327,Unknown,Others,Transportation
Imstrong,2021,Bangalore,fitness,5714.29,Seed Round,Others,Health
